2027,12-3-2020,,28.1,29.9,27.9,29.200001,70818650
2027,12-4-2020,,29.799999,30.950001,29.700001,30.6,75447572
2027,12-7-2020,,31.35,33.099998,30.35,31,93065756
2027,12-8-2020,,31.299999,31.700001,30.65,31.1,34631175
2027,12-9-2020,,31,32.700001,30.75,31.9,49539027
2027,12-10-2020,,32.15,33.9,31.5,32.1,90029
2027,12-11-2020,,33.15,33.45,30.5,31.35,67809
2027,12-14-2020,,31.95,32,30.4,30.9,37058
2027,12-15-2020,,31.2,32.15,30.75,30.95,41587
2027,12-16-2020,,31.15,32.10,31.15,32.00,40,560
2027,12-17-2020,,32.15,32.50,31.25,32.00,23,893
2027,12-18-2020,,32.05,32.4,31.55,31.85,30267
2027,12-21-2020,,31.75,32.9,31.7,32.4,48265
2027,12-22-2020,,32.55,33.6,30,30.85,81471
2027,12-23-2020,,31.10,31.70,30.35,31.25,25079
2027,12-24-2020,,31.70,31.85,31.05,31.1,15086
2027,12-25-2020,,31.10,31.40,30.35,30.65,28175
2027,12-28-2020,,30.70,31.1,30.05,30.25,27684
2027,12-29-2020,,30.5,31.4,30.5,31,30394
2027,12-30-2020,,31.45,32.15,30.85,30.95,31309
2027,12-31-2020,,31.65,31.65,30.60,31.00,18,217
2027,1-4-2021,,30.70,30.80,29.65,29.65,21,618
2027,1-5-2021,,30.85,31.80,30.80,30.90,23,559
2027,1-6-2021,,31.40,31.50,29.60,29.90,25,285
2027,1-7-2021,,30.50,31.30,29.70,30.80,27,334
2027,1-10-2021,,31.00,31.00,30.30,30.85,15,056
2027,1-11-2021,,31,31,30.3,30.85,15056
2027,1-12-2021,,30.95,31.3,30.3,31.3,21,794
